84.5,7.886519804730417
84.25,8.039092193923276
84.0,8.185241026767907
83.75,8.321607938548144
83.5,8.447791445692767
83.5,8.694467669661664
83.25,8.80013109017387
83.0,8.897699205645612
83.0,9.118919137151936
82.75,9.200065704013213
82.75,9.40794841990266
82.5,9.475190255714182
82.5,9.671136369397104
82.25,9.726631444685275
82.25,9.911933953052856
82.0,9.957473700498914
82.0,10.133262633857376
81.75,10.170325642420574
81.75,10.33757317716374
81.5,10.3673832963938
81.5,10.526923894960678
81.5,10.684173340446135
81.25,10.703052024609516
81.25,10.853533185928232
81.0,10.86743295721829
81.0,11.011737648944852
81.0,11.15422799016276
80.75,11.15997202853913
80.75,11.296959194037008
80.5,11.299257807492372
80.5,11.43117460463857
80.5,11.561620400124148
80.25,11.557709489968865
80.25,11.683582903619202
80.25,11.808141510355131
80.0,11.798920803852809
80.0,11.919331343694282
80.0,12.038559386303294
79.75,12.024783518441712
79.75,12.140228321977467
79.75,12.25460363821578
79.5,12.236910473133658
79.5,12.34781883259243
79.5,12.457754982995246
79.25,12.43668741334405
79.25,12.543432865853504
79.25,12.649290450335737
79.0,12.62531338757396
79.0,12.728223217934062
79.0,12.83031879072401
79.0,12.931618727710736
78.75,12.903195347309598
78.75,13.001808511523436
78.75,13.099688439989606
78.5,13.069231196267221
78.5,13.164610305703775
78.5,13.259311364915838
78.25,13.227108383508778
78.25,13.319475168160125
78.25,13.411212954585633
78.25,13.502334210275023
78.0,13.467069159923568
78.0,13.556037316909972
78.0,13.644431425717556
77.75,13.60798554018331
77.75,13.694358726727465
77.75,13.780196011059115
77.75,13.865507104386142
77.5,13.826691176175139
77.5,13.910126024651133
77.5,13.993068118313367
77.5,14.075525971163778
77.25,14.03466920289791
77.25,14.115379578593213
77.25,14.195635195957422
77.0,14.15422936305135
77.0,14.232833417370223
77.0,14.311009526817484
77.0,14.388764523127335
76.75,14.345784440199822
76.75,14.421993569293948
76.75,14.497805449312844
76.75,14.573226159253114
76.5,14.528900353509982
76.5,14.602870557926735
76.25,14.55943753338115
76.0,14.51787554587709
76.0,14.589461257291468
75.75,14.548727084158434
75.75,14.619012625026485
75.5,14.579095261347188
75.25,14.540874541805586
75.25,14.609018369981648
75.0,14.571559972183215
75.0,14.638532114532385
74.75,14.601827070065294
